"id,value"
id_0,38.14972599237824
id_1,13.013264627162176
id_2,9.016781873390569
id_3,14.74469095047216
id_4,26.635548266039965
id_5,94.980308065487
id_6,29.03455378132667
id_7,35.98017031137046
id_8,39.849733260591165
id_9,20.657659660127354
id_10,26.529367772879503
id_11,40.52095362817959
id_12,39.66362996695634
id_13,15.367942652764354
id_14,24.95901807916315
id_15,42.00863172122891
id_16,32.85667618006627
id_17,53.52925779879205
id_18,23.83654171510576
id_19,12.04795168387395
id_20,29.041998070321426
id_21,32.94859731293786
id_22,48.16434355121221
id_23,44.184039914832965
id_24,17.98598225202086
id_25,12.142793779983837
id_26,46.05885973066792
id_27,32.347806773206074
id_28,63.86133479001195
id_29,17.53155383891423
id_30,14.521121711244371
id_31,42.35621707701922
id_32,35.11383514512088
id_33,31.02216551012563
id_34,54.67320741972648
id_35,36.48018772485166
id_36,13.9517193596108
id_37,49.733706592899985
id_38,20.9014480355585
id_39,4.993905186782994
id_40,24.816045000221184
id_41,5.272918819322229
id_42,45.80642760859163
id_43,30.028864100195555
id_44,50.29025621650371
id_45,41.56768289752665
id_46,36.499774583962804
id_47,21.787257288485925
id_48,24.065000792517083
id_49,58.71861502209342
id_50,24.979473175879185
id_51,50.16722622041338
id_52,20.176714980328423
id_53,30.6125555595182
id_54,15.58329942323341
id_55,36.14765084264742
id_56,41.24641502327979
id_57,25.268257939438826
id_58,27.78924082818278
id_59,14.108293233996651
id_60,63.062718986155545
id_61,84.9885002740414
id_62,36.11160893727243
id_63,21.546277243816988
id_64,18.433643627609403
id_65,36.5828940422921
id_66,36.78309768730723
id_67,13.040989478073525
id_68,52.13504999609227
id_69,7.088755025541022
id_70,14.122867878912386
id_71,27.833386041939356
id_72,29.775261124546116
id_73,12.1746688089509
id_74,46.4638148757707
id_75,58.435969533231784
id_76,8.802320324820712
id_77,37.95046774929443
id_78,73.13960269349764
id_79,42.6565368695617
id_80,49.603956093091156
id_81,23.718698469089333
id_82,15.261951011801079
id_83,33.30702332392593
id_84,11.204791590710956
id_85,10.940061382153853
id_86,31.464364431679364
id_87,85.76790366474181
id_88,29.985428726777023
id_89,47.72528573734061
id_90,19.166896177252294
id_91,63.082585232761076
id_92,56.472441228809004
id_93,8.218275048755935
id_94,21.87009940055465
id_95,29.247139916503777
id_96,21.928838765339595
id_97,12.235067510310895
id_98,16.21636163518464
id_99,35.72338635149542
id_100,21.327800150844414
id_101,48.116368511940884
id_102,30.975576539540363
id_103,35.431043036525416
id_104,33.20476673471049
id_105,27.462249220725795
id_106,15.692604534291776
id_107,37.11070537487815
id_108,10.501927788144172
id_109,73.12451613761087
id_110,29.966580135294528
id_111,68.85924437470726
id_112,18.612480320847283
id_113,22.5411499787836
id_114,26.517241267350006
id_115,34.61921737171124
id_116,33.85500818439208
id_117,25.4812751091317
id_118,26.172977613573035
id_119,44.74221503824539
id_120,23.079985619365573
id_121,35.60604013484337
id_122,63.23534536827494
id_123,3.9592736322375988
id_124,39.548630966147726
id_125,5.671262322284978
id_126,28.00732800594196
id_127,16.247402566775158
id_128,27.36438144089053
id_129,50.14333672230018
id_130,7.289348561828656
id_131,47.558832031167086
id_132,18.084941220942582
