"id,value"
id_0,39.24784185199658
id_1,13.369398667912796
id_2,8.962218797403931
id_3,15.084004349928318
id_4,26.79877026660443
id_5,96.984613219984
id_6,29.156115660334034
id_7,36.656921278877114
id_8,40.53917283981008
id_9,20.796818567196325
id_10,26.926965128888604
id_11,41.7589401941963
id_12,39.9840291858179
id_13,15.606720394432825
id_14,25.34221992279506
id_15,41.854278477177985
id_16,33.551537544667184
id_17,54.85291111135618
id_18,24.584916057767362
id_19,11.127818501998288
id_20,30.167314915308765
id_21,33.429841594587366
id_22,46.211577657296786
id_23,44.56739373689782
id_24,18.866874034542455
id_25,12.190943805060886
id_26,47.16628893993207
id_27,33.4612649431767
id_28,65.80277962282989
id_29,18.14335709505949
id_30,14.516062988775305
id_31,43.2197025789521
id_32,35.57287006996085
id_33,31.854769387994892
id_34,55.88328009440126
id_35,37.453813094665946
id_36,14.271241763579509
id_37,50.61405394012323
id_38,21.418652661784407
id_39,5.229569253874156
id_40,25.574460282673815
id_41,5.4695228925155215
id_42,46.99547154728536
id_43,31.37491626293989
id_44,50.92271464349765
id_45,42.04019078063291
id_46,37.10369055467302
id_47,22.01607642027495
id_48,24.229893738220465
id_49,60.64511285966704
id_50,25.86035404335334
id_51,51.47875984256589
id_52,20.112667337027368
id_53,31.725349065748254
id_54,15.746252283201592
id_55,38.25710136462792
id_56,41.76459687128381
id_57,26.161390199472436
id_58,28.67960770871649
id_59,14.37933207310222
id_60,66.48532421945572
id_61,86.7876412443578
id_62,37.23924508023808
id_63,22.012102363704606
id_64,19.367309799524527
id_65,37.126322401281925
id_66,38.20005728663411
id_67,13.229414504233308
id_68,54.290711283718764
id_69,6.587123379086286
id_70,14.52818746910274
id_71,27.830942758088938
id_72,30.161749916047434
id_73,12.399236971621685
id_74,46.51938520984556
id_75,59.48275514499646
id_76,9.425113285852984
id_77,38.220779590739255
id_78,74.30627181917708
id_79,44.15399630924729
id_80,48.914659649506845
id_81,23.81680169862725
id_82,15.092943885674089
id_83,34.20781859456064
id_84,11.274777572966542
id_85,11.299778585727289
id_86,32.32386673748658
id_87,87.31185911367794
id_88,30.693352614476087
id_89,48.40950783703882
id_90,19.384362023013264
id_91,65.17267481313264
id_92,57.919208680588284
id_93,8.433204703668181
id_94,22.730268980596364
id_95,29.310335987017424
id_96,22.481276782950403
id_97,12.240299669659867
id_98,16.76262362396846
id_99,36.626328907870246
id_100,21.963177802601553
id_101,48.955157811807126
id_102,31.953173543591625
id_103,35.85996048922162
id_104,33.781163850280095
id_105,27.42092738189921
id_106,15.955606808786868
id_107,37.53903951052156
id_108,10.213253092539263
id_109,74.88044140612598
id_110,30.596974013678622
id_111,70.11787497138134
id_112,18.98920906901893
id_113,22.57348603840871
id_114,26.54093321601139
id_115,35.21917537095708
id_116,33.57404369782396
id_117,25.978733483855592
id_118,26.043194135837865
id_119,46.119080367307575
id_120,23.453601506491786
id_121,35.6974757330574
id_122,65.09641274299267
id_123,3.660961017996632
id_124,40.24657438100884
id_125,6.245777612771468
id_126,28.27583479969563
id_127,16.486029596545578
id_128,28.051692723766493
id_129,51.078931433323646
id_130,6.905838741520731
id_131,48.031881175258576
id_132,18.429797437989713
id_133,3.9871470534650886
id_134,23.575329295623252
id_135,27.6223278941627
id_136,68.01168855198239
id_137,93.55345222748416
id_138,29.598808237341665
id_139,55.824138401418
id_140,73.87661517057805
id_141,18.519822034839866
id_142,45.43689115114699
id_143,31.63250387380822
id_144,31.12978181781886
id_145,14.692995423223758
id_146,38.074387697803104
id_147,49.6059377011473
id_148,32.256123851422444
id_149,19.820044371232875
id_150,44.74116510810628
id_151,35.8390195098707
id_152,59.46065612757384
id_153,23.75820312209693
id_154,11.572899614568902
id_155,63.06005365542468
id_156,13.768398573617556
id_157,26.649330628469016
id_158,44.65368509251631
id_159,24.977531392167165
id_160,12.337086879901166
id_161,86.8299793776251
id_162,58.11308151779287
id_163,32.67382512285604
id_164,37.65111650078752
id_165,35.08225244345244
id_166,49.347793786599006
id_167,56.981878658990595
id_168,12.876561113764913
id_169,22.35165672337986
id_170,33.63377815241522
id_171,29.56588823383994
id_172,28.533376548903817
id_173,36.33996264550034
id_174,86.47625767999097
id_175,53.095191738136315
id_176,18.449447868343874
id_177,23.969304777270708
id_178,63.64709117379127
id_179,27.913305843737405
id_180,15.94674546963043
id_181,28.95495023406838
id_182,23.129386716585664
id_183,25.26280865891721
id_184,13.34720593384649
id_185,37.36451290413952
id_186,36.110302976896875
id_187,47.916488159965155
id_188,72.64949381917076
id_189,60.05886323004174
id_190,6.428002085775772
id_191,25.660075938320517
id_192,16.062381202969362
id_193,32.71319379850485
id_194,27.809270366798515
id_195,16.579799172716854
id_196,15.529920900958139
id_197,14.484113174713396
id_198,23.129796796762463
id_199,13.878184686458845
id_200,8.380080911132088
id_201,29.72885954548793
id_202,31.750707539142425
id_203,73.06661576067489
id_204,31.418176455085316
id_205,19.67655144423182
id_206,60.118974908394534
id_207,49.91958124070462
id_208,25.613470885527974
id_209,28.121447355862113
id_210,44.53076923268514
id_211,34.401361682480584
id_212,31.020428703784823
id_213,43.501649459556376
id_214,14.2939764897077
id_215,9.49471751486104
id_216,50.56146859205271
id_217,7.274533273817641
id_218,33.27764274088483
id_219,98.54514698979361
id_220,52.227719062033344
id_221,17.410022392447974
id_222,37.958354621936685
id_223,93.28971521078671
id_224,32.20023127689363
id_225,15.638997513585945
id_226,16.118849947419683
id_227,45.976619697211085
id_228,34.08657223040312
id_229,34.83317848520226
id_230,10.18328408307254
id_231,31.027501530013055
id_232,10.320653690871527
id_233,33.55381931780556
id_234,56.12411924986029
id_235,21.684666329480777
id_236,15.708981200869484
id_237,15.425734828695317
id_238,12.707961244885903
id_239,33.89469128243251
