id,value
id_0,39.94438408005884
id_1,14.012017625466381
id_2,8.672700128222791
id_3,15.266551939124412
id_4,26.183852365419543
id_5,111.08775616090469
id_6,31.389836104477464
id_7,36.47696802920121
id_8,40.91645127376812
id_9,19.428907222865682
id_10,26.077674193012342
id_11,40.96470142449981
id_12,38.72056487023402
id_13,14.932782712530491
id_14,23.131701416106655
id_15,43.67492491045811
id_16,32.26648909338866
id_17,54.55218342080124
id_18,23.68146862788481
id_19,9.737757990699283
id_20,28.920679138314508
id_21,32.1887164180531
id_22,40.801723883284595
id_23,44.23403037504943
id_24,17.747265040339254
id_25,11.807107218243267
id_26,45.47457103780973
id_27,34.119799819047714
id_28,64.63264894433067
id_29,17.50543359480198
id_30,13.366072935599146
id_31,42.854337987495214
id_32,36.854285795064854
id_33,30.766850652538842
id_34,57.03275038801324
id_35,37.063252118297186
id_36,14.165787050911437
id_37,48.442337037282634
id_38,22.334693395631653
id_39,3.1751820981629244
id_40,24.344123813000223
id_41,4.450010687809901
id_42,45.71158541132149
id_43,34.095829212988576
id_44,53.69366045348511
id_45,40.608570363698604
id_46,36.502325255405985
id_47,23.713368980010777
id_48,23.981031598798708
id_49,59.452227247773806
id_50,24.914985153587164
id_51,52.433203532165166
id_52,21.077830181492416
id_53,33.02956997022527
id_54,15.44679378999907
id_55,35.566676958074204
id_56,41.98831024002376
id_57,24.86649499852443
id_58,27.732585208156014
id_59,12.168002596856905
id_60,62.43751410626138
id_61,88.02662165282449
id_62,36.13537512561722
id_63,20.663757587540616
id_64,16.491700769255917
id_65,41.0268568088038
id_66,40.458465071327765
id_67,14.049130747659735
id_68,52.582353379823125
id_69,7.114726639461693
id_70,13.712934017349182
id_71,25.46459798234114
id_72,30.401664644449838
id_73,13.81738347051186
id_74,50.24644282447528
id_75,61.88832515454379
id_76,7.258892704111442
id_77,39.743526626494145
id_78,72.43435740117923
id_79,40.65771911469443
id_80,48.53059102684338
id_81,22.305905517516827
id_82,13.091009455533055
id_83,39.09110930297213
id_84,12.367230410836276
id_85,11.007072252495874
id_86,30.217748831179396
id_87,88.26512756848877
id_88,28.13335699635865
id_89,47.02084407903723
id_90,24.81566675726711
id_91,64.71911319955267
id_92,58.03941784327911
id_93,7.247906710090688
id_94,22.567535755796854
id_95,28.444501838918328
id_96,22.511410529576608
id_97,-0.22648002515651378
id_98,16.449516313009354
id_99,35.924099764348796
id_100,21.68393773365805
id_101,47.195338630201945
id_102,32.50638232818774
id_103,33.49255050797702
id_104,33.61952699412808
id_105,27.468129163460475
id_106,15.96474188036005
id_107,38.051596397725575
id_108,9.59438807882935
id_109,73.13298058070517
id_110,29.742158663150022
id_111,67.13405922546178
id_112,19.505208380590886
id_113,24.191319859493206
id_114,25.62766156175784
id_115,34.39085519502707
id_116,34.01759463138567
id_117,25.13374292754
id_118,25.84300796883828
id_119,45.72560249086905
id_120,25.153461558954753
id_121,37.28289962094551
id_122,66.34844526585302
id_123,4.31962740234069
id_124,39.334037417185655
id_125,4.889718466961177
id_126,28.24070669137813
id_127,18.391577017036585
id_128,28.356913751657835
